likes,no_of_comments,follower_count_at_t,image_path,hour_of_day,day_of_week_sin,day_of_week_cos,year,month,day
134710,764,18362917,../Data/insta_data/1929.jpg,7,-0.9749279121818236,-0.2225209339563146,4,4,18
130925,860,18362917,../Data/insta_data/1930.jpg,9,-0.433883739117558,-0.9009688679024191,4,4,17
59607,172,18362917,../Data/insta_data/1931.jpg,7,0.9749279121818236,-0.22252093395631434,4,4,15
258066,627,18362917,../Data/insta_data/1932.jpg,8,0.9749279121818236,-0.22252093395631434,4,4,8
192479,829,18362917,../Data/insta_data/1935.jpg,10,0.43388373911755823,-0.900968867902419,4,4,2
441330,980,18362917,../Data/insta_data/1936.jpg,13,0.9749279121818236,-0.22252093395631434,4,3,25
177796,1360,18362917,../Data/insta_data/1937.jpg,5,-0.433883739117558,-0.9009688679024191,4,3,20
151536,224,18362917,../Data/insta_data/1938.jpg,5,-0.7818314824680299,0.6234898018587334,4,3,15
83403,171,18362917,../Data/insta_data/1939.jpg,13,0.43388373911755823,-0.900968867902419,4,3,12
326689,1261,18362917,../Data/insta_data/1940.jpg,11,0.43388373911755823,-0.900968867902419,4,3,12
173149,234,18362917,../Data/insta_data/1941.jpg,12,0.43388373911755823,-0.900968867902419,4,3,5
241537,1324,18362917,../Data/insta_data/1942.jpg,7,0.43388373911755823,-0.900968867902419,4,3,5
315664,1009,18362917,../Data/insta_data/1943.jpg,9,0.9749279121818236,-0.22252093395631434,4,3,4
317080,560,18362917,../Data/insta_data/1945.jpg,3,0.0,1.0,4,3,2
147354,196,18362917,../Data/insta_data/1948.jpg,5,0.43388373911755823,-0.900968867902419,4,2,27
630129,4005,18362917,../Data/insta_data/1951.jpg,17,0.0,1.0,4,2,24
143042,597,18362917,../Data/insta_data/1953.jpg,13,0.43388373911755823,-0.900968867902419,4,2,20
115331,265,18362917,../Data/insta_data/1954.jpg,9,0.43388373911755823,-0.900968867902419,4,2,20
278839,665,18362917,../Data/insta_data/1956.jpg,12,-0.9749279121818236,-0.2225209339563146,4,2,15
83477,382,18362917,../Data/insta_data/1957.jpg,10,0.43388373911755823,-0.900968867902419,4,2,13
81582,169,18362917,../Data/insta_data/1958.jpg,2,0.7818314824680298,0.6234898018587336,4,2,11
109242,152,18362917,../Data/insta_data/1959.jpg,6,-0.7818314824680299,0.6234898018587334,4,2,9
145839,406,18362917,../Data/insta_data/1960.jpg,14,-0.9749279121818236,-0.2225209339563146,4,2,8
81162,199,18362917,../Data/insta_data/1961.jpg,12,-0.9749279121818236,-0.2225209339563146,4,2,8
241284,714,18362917,../Data/insta_data/1962.jpg,11,0.43388373911755823,-0.900968867902419,4,2,6
72455,309,18362917,../Data/insta_data/1963.jpg,4,0.43388373911755823,-0.900968867902419,4,2,6
99043,266,18362917,../Data/insta_data/1964.jpg,5,0.9749279121818236,-0.22252093395631434,4,2,5
97846,374,18362917,../Data/insta_data/1966.jpg,9,0.7818314824680298,0.6234898018587336,4,2,4
137715,529,18362917,../Data/insta_data/1967.jpg,5,0.7818314824680298,0.6234898018587336,4,2,4
110527,335,18362917,../Data/insta_data/1969.jpg,7,-0.433883739117558,-0.9009688679024191,4,1,17
129122,256,18362917,../Data/insta_data/1970.jpg,8,-0.433883739117558,-0.9009688679024191,4,1,10
150791,390,18362917,../Data/insta_data/1972.jpg,14,0.7818314824680298,0.6234898018587336,4,1,7
138001,597,18362917,../Data/insta_data/1973.jpg,11,0.7818314824680298,0.6234898018587336,4,1,7
293427,727,18362917,../Data/insta_data/1976.jpg,15,-0.7818314824680299,0.6234898018587334,3,12,29
114537,303,18362917,../Data/insta_data/1977.jpg,10,-0.7818314824680299,0.6234898018587334,3,12,29
142166,432,18362917,../Data/insta_data/1978.jpg,13,0.43388373911755823,-0.900968867902419,3,12,26
178195,438,18362917,../Data/insta_data/1979.jpg,16,0.7818314824680298,0.6234898018587336,3,12,24
154265,297,18362917,../Data/insta_data/1980.jpg,17,-0.7818314824680299,0.6234898018587334,3,12,22
331085,1415,18362917,../Data/insta_data/1981.jpg,20,-0.9749279121818236,-0.2225209339563146,3,12,21
110866,248,18362917,../Data/insta_data/1983.jpg,19,0.43388373911755823,-0.900968867902419,3,12,19
157122,639,18362917,../Data/insta_data/1984.jpg,16,0.7818314824680298,0.6234898018587336,3,12,17
180118,579,18362917,../Data/insta_data/1986.jpg,15,0.7818314824680298,0.6234898018587336,3,11,26
73189,414,18362917,../Data/insta_data/1987.jpg,13,-0.433883739117558,-0.9009688679024191,3,11,22
116437,286,18362917,../Data/insta_data/1988.jpg,17,0.43388373911755823,-0.900968867902419,3,11,21
122335,352,18362917,../Data/insta_data/1989.jpg,14,-0.433883739117558,-0.9009688679024191,3,11,1
175997,608,18362917,../Data/insta_data/1990.jpg,9,0.9749279121818236,-0.22252093395631434,3,10,30
212725,722,18362917,../Data/insta_data/1991.jpg,22,-0.9749279121818236,-0.2225209339563146,3,10,26
73061,367,18362917,../Data/insta_data/1992.jpg,18,0.43388373911755823,-0.900968867902419,3,10,24
82755,252,18362917,../Data/insta_data/1995.jpg,5,0.0,1.0,3,10,14
152559,366,18362917,../Data/insta_data/1996.jpg,11,-0.7818314824680299,0.6234898018587334,3,10,13
121157,291,18362917,../Data/insta_data/1997.jpg,4,-0.7818314824680299,0.6234898018587334,3,10,13
120554,261,18362917,../Data/insta_data/1999.jpg,14,0.7818314824680298,0.6234898018587336,3,10,8
68437,173,18362917,../Data/insta_data/2000.jpg,7,-0.7818314824680299,0.6234898018587334,3,10,6
88345,142,18362917,../Data/insta_data/2001.jpg,4,-0.7818314824680299,0.6234898018587334,3,10,6
94415,301,18362917,../Data/insta_data/2002.jpg,12,0.0,1.0,3,9,30
83180,145,18362917,../Data/insta_data/2003.jpg,11,0.0,1.0,3,9,30
287647,1469,24744858,../Data/insta_data/2008.jpg,13,0.43388373911755823,-0.900968867902419,4,7,9
279892,3900,24744858,../Data/insta_data/2009.jpg,13,-0.7818314824680299,0.6234898018587334,4,7,5
431958,4025,24744858,../Data/insta_data/2011.jpg,13,-0.9749279121818236,-0.2225209339563146,4,7,4
588014,5682,24744858,../Data/insta_data/2012.jpg,6,-0.433883739117558,-0.9009688679024191,4,7,3
415363,4793,24744858,../Data/insta_data/2013.jpg,12,0.7818314824680298,0.6234898018587336,4,6,30
242755,1277,24744858,../Data/insta_data/2017.jpg,3,0.43388373911755823,-0.900968867902419,4,6,25
736150,2630,24744858,../Data/insta_data/2019.jpg,1,0.0,1.0,4,6,22
520846,5348,24744858,../Data/insta_data/2021.jpg,14,0.43388373911755823,-0.900968867902419,4,6,18
275385,1910,24744858,../Data/insta_data/2023.jpg,13,0.7818314824680298,0.6234898018587336,4,6,16
266339,2312,24744858,../Data/insta_data/2029.jpg,12,-0.7818314824680299,0.6234898018587334,4,6,7
457504,5188,24744858,../Data/insta_data/2030.jpg,13,-0.7818314824680299,0.6234898018587334,4,5,31
591084,5156,24744858,../Data/insta_data/2032.jpg,15,0.43388373911755823,-0.900968867902419,4,5,28
607895,2326,24744858,../Data/insta_data/2035.jpg,2,-0.7818314824680299,0.6234898018587334,4,5,24
912562,3682,24744858,../Data/insta_data/2036.jpg,1,-0.7818314824680299,0.6234898018587334,4,5,24
221327,1383,24744858,../Data/insta_data/2037.jpg,12,-0.9749279121818236,-0.2225209339563146,4,5,23
188417,3573,24744858,../Data/insta_data/2042.jpg,12,0.9749279121818236,-0.22252093395631434,4,5,13
701095,4526,24744858,../Data/insta_data/2044.jpg,14,0.0,1.0,4,5,11
834518,4206,24744858,../Data/insta_data/2052.jpg,12,-0.9749279121818236,-0.2225209339563146,4,5,2
528954,3697,24744858,../Data/insta_data/2055.jpg,9,-0.9749279121818236,-0.2225209339563146,4,4,25
288786,3077,24744858,../Data/insta_data/2063.jpg,8,-0.433883739117558,-0.9009688679024191,4,4,10
323249,3602,24744858,../Data/insta_data/2064.jpg,11,0.9749279121818236,-0.22252093395631434,4,4,8
370276,5829,24744858,../Data/insta_data/2065.jpg,11,0.9749279121818236,-0.22252093395631434,4,4,8
314744,4314,24744858,../Data/insta_data/2068.jpg,11,0.9749279121818236,-0.22252093395631434,4,4,1
519122,5499,24744858,../Data/insta_data/2069.jpg,13,0.7818314824680298,0.6234898018587336,4,3,31
406255,5058,24744858,../Data/insta_data/2070.jpg,7,-0.7818314824680299,0.6234898018587334,4,3,29
232462,1744,24744858,../Data/insta_data/2074.jpg,8,0.9749279121818236,-0.22252093395631434,4,3,25
388110,3508,24744858,../Data/insta_data/2076.jpg,7,0.0,1.0,4,3,23
789037,3156,24744858,../Data/insta_data/2079.jpg,3,0.9749279121818236,-0.22252093395631434,4,3,18
363708,2121,24744858,../Data/insta_data/2084.jpg,13,0.0,1.0,4,3,9
424948,3112,24744858,../Data/insta_data/2085.jpg,7,-0.9749279121818236,-0.2225209339563146,4,3,7
664413,4463,24744858,../Data/insta_data/2087.jpg,7,0.43388373911755823,-0.900968867902419,4,3,5
511440,4573,24744858,../Data/insta_data/2089.jpg,5,0.9749279121818236,-0.22252093395631434,4,3,4
626271,3630,24744858,../Data/insta_data/2093.jpg,11,-0.433883739117558,-0.9009688679024191,4,2,28
404232,5029,24744858,../Data/insta_data/2095.jpg,3,0.43388373911755823,-0.900968867902419,4,2,27
373188,2804,24744858,../Data/insta_data/2099.jpg,12,0.0,1.0,4,2,24
353322,3323,24744858,../Data/insta_data/2100.jpg,9,0.0,1.0,4,2,24
418328,1704,24744858,../Data/insta_data/2103.jpg,10,-0.7818314824680299,0.6234898018587334,4,2,23
246034,1231,24744858,../Data/insta_data/2104.jpg,14,-0.9749279121818236,-0.2225209339563146,4,2,22
380453,3377,24744858,../Data/insta_data/2105.jpg,7,-0.9749279121818236,-0.2225209339563146,4,2,22
147981,1433,24744858,../Data/insta_data/2106.jpg,7,-0.433883739117558,-0.9009688679024191,4,2,21
705678,2693,24744858,../Data/insta_data/2110.jpg,3,0.7818314824680298,0.6234898018587336,4,2,18
212814,437,21735444,../Data/insta_data/2113.jpg,11,-0.9749279121818236,-0.2225209339563146,4,7,11
127576,404,21735444,../Data/insta_data/2114.jpg,10,-0.9749279121818236,-0.2225209339563146,4,7,11
344237,1001,21735444,../Data/insta_data/2116.jpg,13,-0.433883739117558,-0.9009688679024191,4,7,10
256021,549,21735444,../Data/insta_data/2123.jpg,16,-0.7818314824680299,0.6234898018587334,4,7,5
169239,722,21735444,../Data/insta_data/2128.jpg,12,-0.7818314824680299,0.6234898018587334,4,6,28
296529,974,21735444,../Data/insta_data/2129.jpg,6,-0.7818314824680299,0.6234898018587334,4,6,28
184925,885,21735444,../Data/insta_data/2135.jpg,10,-0.9749279121818236,-0.2225209339563146,4,6,20
273698,575,21735444,../Data/insta_data/2136.jpg,13,-0.433883739117558,-0.9009688679024191,4,6,19
266416,1237,21735444,../Data/insta_data/2139.jpg,16,0.9749279121818236,-0.22252093395631434,4,6,17
64371,299,21735444,../Data/insta_data/2141.jpg,9,0.7818314824680298,0.6234898018587336,4,6,16
284112,824,21735444,../Data/insta_data/2142.jpg,15,0.0,1.0,4,6,15
175489,563,21735444,../Data/insta_data/2143.jpg,13,0.0,1.0,4,6,15
191683,707,21735444,../Data/insta_data/2154.jpg,11,-0.9749279121818236,-0.2225209339563146,4,6,6
141276,626,21735444,../Data/insta_data/2156.jpg,4,0.43388373911755823,-0.900968867902419,4,6,4
175344,653,21735444,../Data/insta_data/2158.jpg,3,0.7818314824680298,0.6234898018587336,4,6,2
372753,480,21735444,../Data/insta_data/2163.jpg,11,-0.7818314824680299,0.6234898018587334,4,5,24
428982,686,21735444,../Data/insta_data/2164.jpg,10,-0.7818314824680299,0.6234898018587334,4,5,24
25458,117,21735444,../Data/insta_data/2171.jpg,4,-0.433883739117558,-0.9009688679024191,4,5,15
349960,617,21735444,../Data/insta_data/2173.jpg,15,0.9749279121818236,-0.22252093395631434,4,5,13
231103,634,21735444,../Data/insta_data/2176.jpg,12,0.7818314824680298,0.6234898018587336,4,5,12
386290,2945,21735444,../Data/insta_data/2181.jpg,15,-0.433883739117558,-0.9009688679024191,4,5,8
169340,494,21735444,../Data/insta_data/2186.jpg,12,0.43388373911755823,-0.900968867902419,4,4,23
188682,549,21735444,../Data/insta_data/2192.jpg,3,0.43388373911755823,-0.900968867902419,4,4,16
255364,642,21735444,../Data/insta_data/2193.jpg,12,0.9749279121818236,-0.22252093395631434,4,4,15
86121,334,21735444,../Data/insta_data/2194.jpg,11,0.9749279121818236,-0.22252093395631434,4,4,15
97233,464,21735444,../Data/insta_data/2198.jpg,8,0.9749279121818236,-0.22252093395631434,4,4,8
295230,572,21735444,../Data/insta_data/2200.jpg,8,-0.7818314824680299,0.6234898018587334,4,3,29
454011,4446,17067780,../Data/insta_data/2203.jpg,2,-0.9749279121818236,-0.2225209339563146,4,7,4
231060,1008,17067780,../Data/insta_data/2205.jpg,8,0.7818314824680298,0.6234898018587336,4,6,30
11082,93,17067780,../Data/insta_data/2214.jpg,12,0.43388373911755823,-0.900968867902419,4,5,14
178451,1129,17067780,../Data/insta_data/2216.jpg,8,0.0,1.0,4,5,4
159865,936,17067780,../Data/insta_data/2222.jpg,13,-0.433883739117558,-0.9009688679024191,4,4,17
219921,2263,17067780,../Data/insta_data/2227.jpg,2,0.9749279121818236,-0.22252093395631434,4,4,15
91266,281,17067780,../Data/insta_data/2232.jpg,6,-0.433883739117558,-0.9009688679024191,4,4,3
191554,1046,17067780,../Data/insta_data/2245.jpg,7,0.43388373911755823,-0.900968867902419,4,3,5
182272,1064,17067780,../Data/insta_data/2246.jpg,4,0.9749279121818236,-0.22252093395631434,4,3,4
138632,762,17067780,../Data/insta_data/2247.jpg,2,0.7818314824680298,0.6234898018587336,4,3,3
198370,1067,17067780,../Data/insta_data/2248.jpg,0,0.0,1.0,4,3,2
183025,1339,17067780,../Data/insta_data/2251.jpg,2,0.9749279121818236,-0.22252093395631434,4,2,26
331338,2207,17067780,../Data/insta_data/2252.jpg,6,-0.433883739117558,-0.9009688679024191,4,2,21
191869,4040,17067780,../Data/insta_data/2253.jpg,10,0.43388373911755823,-0.900968867902419,4,2,20
218497,1697,17067780,../Data/insta_data/2260.jpg,10,-0.9749279121818236,-0.2225209339563146,4,2,1
134355,692,17067780,../Data/insta_data/2265.jpg,7,-0.9749279121818236,-0.2225209339563146,4,1,25
257984,2624,17067780,../Data/insta_data/2267.jpg,2,-0.433883739117558,-0.9009688679024191,4,1,10
56660,415,17067780,../Data/insta_data/2268.jpg,14,0.7818314824680298,0.6234898018587336,3,12,31
114387,580,17067780,../Data/insta_data/2269.jpg,12,0.7818314824680298,0.6234898018587336,3,12,31
166758,1331,17067780,../Data/insta_data/2272.jpg,4,-0.433883739117558,-0.9009688679024191,3,12,27
175254,861,17067780,../Data/insta_data/2274.jpg,3,0.0,1.0,3,12,23
166703,609,17067780,../Data/insta_data/2276.jpg,9,0.9749279121818236,-0.22252093395631434,3,12,18
122193,514,17067780,../Data/insta_data/2277.jpg,5,0.0,1.0,3,12,16
86821,395,17067780,../Data/insta_data/2278.jpg,6,-0.433883739117558,-0.9009688679024191,3,12,13
225857,891,17067780,../Data/insta_data/2282.jpg,4,-0.7818314824680299,0.6234898018587334,3,12,8
347329,2389,17067780,../Data/insta_data/2286.jpg,5,0.0,1.0,3,12,2
116553,773,17067780,../Data/insta_data/2287.jpg,4,0.0,1.0,3,12,2
59544,324,17067780,../Data/insta_data/2296.jpg,9,-0.433883739117558,-0.9009688679024191,3,10,25
384996,3366,17067780,../Data/insta_data/2301.jpg,1,-0.433883739117558,-0.9009688679024191,3,10,18
44181,27,17607651,../Data/insta_data/2305.jpg,8,-0.9749279121818236,-0.2225209339563146,4,5,16
32690,11,17607651,../Data/insta_data/2309.jpg,9,-0.433883739117558,-0.9009688679024191,4,3,13
213189,0,17607651,../Data/insta_data/2317.jpg,9,0.0,1.0,3,9,30
170509,0,17607651,../Data/insta_data/2319.jpg,8,-0.7818314824680299,0.6234898018587334,3,9,15
34384,39,17607651,../Data/insta_data/2322.jpg,9,0.7818314824680298,0.6234898018587336,3,9,3
44432,111,17607651,../Data/insta_data/2324.jpg,10,0.0,1.0,3,7,22
76083,0,17607651,../Data/insta_data/2325.jpg,0,0.7818314824680298,0.6234898018587336,3,7,16
199222,0,17607651,../Data/insta_data/2327.jpg,22,-0.9749279121818236,-0.2225209339563146,2,12,22
147676,0,17607651,../Data/insta_data/2329.jpg,12,-0.433883739117558,-0.9009688679024191,2,11,2
264785,0,17607651,../Data/insta_data/2330.jpg,5,-0.433883739117558,-0.9009688679024191,2,9,28
395359,0,17607651,../Data/insta_data/2331.jpg,2,-0.433883739117558,-0.9009688679024191,2,9,28
177635,174,17607651,../Data/insta_data/2333.jpg,13,0.7818314824680298,0.6234898018587336,2,4,24
300434,479,17607651,../Data/insta_data/2338.jpg,6,0.43388373911755823,-0.900968867902419,1,9,7
255616,36,17607651,../Data/insta_data/2340.jpg,11,0.43388373911755823,-0.900968867902419,1,8,31
148187,1110,19529658,../Data/insta_data/2345.jpg,4,-0.9749279121818236,-0.2225209339563146,4,7,11
65162,688,19529658,../Data/insta_data/2346.jpg,5,-0.433883739117558,-0.9009688679024191,4,7,10
19976,376,19529658,../Data/insta_data/2347.jpg,11,0.43388373911755823,-0.900968867902419,4,7,9
75051,2181,19529658,../Data/insta_data/2348.jpg,9,0.43388373911755823,-0.900968867902419,4,7,9
309535,3680,19529658,../Data/insta_data/2350.jpg,15,0.9749279121818236,-0.22252093395631434,4,7,8
151399,5017,19529658,../Data/insta_data/2353.jpg,12,0.0,1.0,4,7,6
105972,1298,19529658,../Data/insta_data/2354.jpg,11,0.0,1.0,4,7,6
160835,3142,19529658,../Data/insta_data/2355.jpg,15,-0.7818314824680299,0.6234898018587334,4,7,5
139267,1990,19529658,../Data/insta_data/2356.jpg,12,-0.7818314824680299,0.6234898018587334,4,7,5
33790,545,19529658,../Data/insta_data/2363.jpg,8,-0.433883739117558,-0.9009688679024191,4,7,3
72375,711,19529658,../Data/insta_data/2365.jpg,7,0.43388373911755823,-0.900968867902419,4,7,2
64228,1124,19529658,../Data/insta_data/2367.jpg,10,0.9749279121818236,-0.22252093395631434,4,7,1
38537,364,19529658,../Data/insta_data/2368.jpg,4,0.9749279121818236,-0.22252093395631434,4,7,1
68705,1250,19529658,../Data/insta_data/2379.jpg,13,-0.433883739117558,-0.9009688679024191,4,6,26
122904,1107,19529658,../Data/insta_data/2383.jpg,11,0.43388373911755823,-0.900968867902419,4,6,25
101614,2370,19529658,../Data/insta_data/2390.jpg,12,0.0,1.0,4,6,22
96701,1091,19529658,../Data/insta_data/2393.jpg,7,-0.7818314824680299,0.6234898018587334,4,6,21
111489,1577,19529658,../Data/insta_data/2394.jpg,3,-0.7818314824680299,0.6234898018587334,4,6,21
187920,4253,19529658,../Data/insta_data/2401.jpg,2,0.43388373911755823,-0.900968867902419,4,6,18
199427,2809,19529658,../Data/insta_data/2403.jpg,13,0.9749279121818236,-0.22252093395631434,4,6,17
51314,503,19529658,../Data/insta_data/2405.jpg,0,0.9749279121818236,-0.22252093395631434,4,6,17
49115,941,19529658,../Data/insta_data/2407.jpg,7,0.7818314824680298,0.6234898018587336,4,6,16
22207,263,19529658,../Data/insta_data/2408.jpg,2,0.7818314824680298,0.6234898018587336,4,6,16
66081,984,19529658,../Data/insta_data/2410.jpg,3,0.0,1.0,4,6,15
60371,557,19529658,../Data/insta_data/2411.jpg,2,0.0,1.0,4,6,15
137782,1384,19529658,../Data/insta_data/2412.jpg,11,-0.7818314824680299,0.6234898018587334,4,6,14
116100,3525,19529658,../Data/insta_data/2416.jpg,2,-0.9749279121818236,-0.2225209339563146,4,6,13
57202,1154,19529658,../Data/insta_data/2417.jpg,1,-0.9749279121818236,-0.2225209339563146,4,6,13
99042,2924,19529658,../Data/insta_data/2425.jpg,1,0.7818314824680298,0.6234898018587336,4,6,9
22234,1263,19529658,../Data/insta_data/2436.jpg,4,0.43388373911755823,-0.900968867902419,4,6,4
110559,1545,19529658,../Data/insta_data/2437.jpg,2,0.43388373911755823,-0.900968867902419,4,6,4
169184,1442,19683908,../Data/insta_data/2448.jpg,12,0.0,1.0,4,7,6
32276,210,16747166,../Data/insta_data/2451.jpg,10,-0.9749279121818236,-0.2225209339563146,4,7,11
113587,537,16747166,../Data/insta_data/2455.jpg,15,0.0,1.0,4,7,6
76255,571,16747166,../Data/insta_data/2456.jpg,18,-0.7818314824680299,0.6234898018587334,4,7,5
87893,1088,16747166,../Data/insta_data/2459.jpg,6,-0.433883739117558,-0.9009688679024191,4,7,3
5697,97,16747166,../Data/insta_data/2460.jpg,14,0.9749279121818236,-0.22252093395631434,4,7,1
28078,289,16747166,../Data/insta_data/2462.jpg,15,0.43388373911755823,-0.900968867902419,4,6,25
18715,163,16747166,../Data/insta_data/2465.jpg,3,0.7818314824680298,0.6234898018587336,4,6,23
61445,416,16747166,../Data/insta_data/2466.jpg,16,0.9749279121818236,-0.22252093395631434,4,6,17
20568,248,16747166,../Data/insta_data/2467.jpg,4,0.7818314824680298,0.6234898018587336,4,6,16
63692,442,16747166,../Data/insta_data/2470.jpg,10,0.7818314824680298,0.6234898018587336,4,6,9
40693,318,16747166,../Data/insta_data/2471.jpg,7,0.7818314824680298,0.6234898018587336,4,6,9
29770,230,16747166,../Data/insta_data/2472.jpg,14,0.0,1.0,4,6,8
66690,388,16747166,../Data/insta_data/2473.jpg,8,0.9749279121818236,-0.22252093395631434,4,6,3
36476,349,16747166,../Data/insta_data/2474.jpg,5,0.0,1.0,4,6,1
85543,465,16747166,../Data/insta_data/2477.jpg,14,-0.433883739117558,-0.9009688679024191,4,5,29
12188,85,16747166,../Data/insta_data/2483.jpg,10,-0.7818314824680299,0.6234898018587334,4,5,17
25961,247,16747166,../Data/insta_data/2484.jpg,15,0.7818314824680298,0.6234898018587336,4,5,12
129676,713,16747166,../Data/insta_data/2485.jpg,9,-0.7818314824680299,0.6234898018587334,4,5,10
35768,136,16747166,../Data/insta_data/2486.jpg,13,-0.9749279121818236,-0.2225209339563146,4,5,9
37579,225,16747166,../Data/insta_data/2487.jpg,9,-0.9749279121818236,-0.2225209339563146,4,5,9
72759,236,16747166,../Data/insta_data/2490.jpg,5,0.7818314824680298,0.6234898018587336,4,5,5
54312,325,16747166,../Data/insta_data/2491.jpg,6,0.0,1.0,4,5,4
56290,398,16747166,../Data/insta_data/2492.jpg,8,-0.9749279121818236,-0.2225209339563146,4,5,2
65220,310,16747166,../Data/insta_data/2493.jpg,19,0.7818314824680298,0.6234898018587336,4,4,28
68091,641,16747166,../Data/insta_data/2494.jpg,16,0.7818314824680298,0.6234898018587336,4,4,28
35250,124,16747166,../Data/insta_data/2495.jpg,14,0.7818314824680298,0.6234898018587336,4,4,28
30216,178,16747166,../Data/insta_data/2497.jpg,21,0.43388373911755823,-0.900968867902419,4,4,23
63167,526,16747166,../Data/insta_data/2498.jpg,4,0.43388373911755823,-0.900968867902419,4,4,23
58968,335,16747166,../Data/insta_data/2499.jpg,6,0.9749279121818236,-0.22252093395631434,4,4,22
65091,409,16747166,../Data/insta_data/2501.jpg,4,0.7818314824680298,0.6234898018587336,4,4,21
32179,274,16747166,../Data/insta_data/2502.jpg,4,-0.7818314824680299,0.6234898018587334,4,4,19
107294,1217,16747166,../Data/insta_data/2504.jpg,13,0.9749279121818236,-0.22252093395631434,4,4,15
95402,644,16747166,../Data/insta_data/2508.jpg,3,0.0,1.0,4,4,13
76615,752,16747166,../Data/insta_data/2509.jpg,10,-0.433883739117558,-0.9009688679024191,4,4,10
20598,163,16747166,../Data/insta_data/2510.jpg,6,-0.433883739117558,-0.9009688679024191,4,4,10
52104,629,16747166,../Data/insta_data/2513.jpg,8,0.9749279121818236,-0.22252093395631434,4,4,8
41503,286,16747166,../Data/insta_data/2515.jpg,14,0.7818314824680298,0.6234898018587336,4,3,31
32279,333,16747166,../Data/insta_data/2516.jpg,17,-0.9749279121818236,-0.2225209339563146,4,3,28
66385,461,16747166,../Data/insta_data/2517.jpg,8,-0.433883739117558,-0.9009688679024191,4,3,27
86867,676,16747166,../Data/insta_data/2522.jpg,12,0.9749279121818236,-0.22252093395631434,4,3,18
24018,131,16747166,../Data/insta_data/2523.jpg,5,-0.7818314824680299,0.6234898018587334,4,3,15
16574,126,16747166,../Data/insta_data/2527.jpg,12,-0.7818314824680299,0.6234898018587334,4,3,8
20919,160,16747166,../Data/insta_data/2529.jpg,13,-0.433883739117558,-0.9009688679024191,4,3,6
24921,188,16747166,../Data/insta_data/2533.jpg,8,0.7818314824680298,0.6234898018587336,4,3,3
33476,223,16747166,../Data/insta_data/2534.jpg,10,0.0,1.0,4,3,2
54943,269,16747166,../Data/insta_data/2535.jpg,11,0.43388373911755823,-0.900968867902419,4,2,27
20392,161,16747166,../Data/insta_data/2542.jpg,6,-0.9749279121818236,-0.2225209339563146,4,2,15
39615,240,16747166,../Data/insta_data/2545.jpg,10,0.7818314824680298,0.6234898018587336,4,2,11
120748,993,16747166,../Data/insta_data/2548.jpg,6,-0.7818314824680299,0.6234898018587334,4,2,9
34381,309,16747166,../Data/insta_data/2549.jpg,6,-0.433883739117558,-0.9009688679024191,4,2,7
68950,314,16747166,../Data/insta_data/2550.jpg,4,0.43388373911755823,-0.900968867902419,4,2,6
13178,105,16747166,../Data/insta_data/2552.jpg,14,0.7818314824680298,0.6234898018587336,4,2,4
29731,277,16747166,../Data/insta_data/2555.jpg,17,-0.9749279121818236,-0.2225209339563146,4,2,1
27544,183,16747166,../Data/insta_data/2557.jpg,14,0.43388373911755823,-0.900968867902419,4,1,30
32074,343,16747166,../Data/insta_data/2558.jpg,7,0.43388373911755823,-0.900968867902419,4,1,30
457604,1980,14585967,../Data/insta_data/2563.jpg,10,0.7818314824680298,0.6234898018587336,4,7,7
391038,1207,14585967,../Data/insta_data/2564.jpg,12,0.0,1.0,4,7,6
254644,741,14585967,../Data/insta_data/2567.jpg,10,0.9749279121818236,-0.22252093395631434,4,7,1
367588,934,14585967,../Data/insta_data/2572.jpg,5,-0.433883739117558,-0.9009688679024191,4,6,26
193018,501,14585967,../Data/insta_data/2581.jpg,12,0.9749279121818236,-0.22252093395631434,4,6,17
272786,510,14585967,../Data/insta_data/2586.jpg,9,-0.9749279121818236,-0.2225209339563146,4,6,13
362524,1351,14585967,../Data/insta_data/2589.jpg,10,0.9749279121818236,-0.22252093395631434,4,6,10
226114,725,14585967,../Data/insta_data/2590.jpg,11,0.0,1.0,4,6,8
512760,2593,14585967,../Data/insta_data/2592.jpg,8,-0.7818314824680299,0.6234898018587334,4,6,7
204850,592,14585967,../Data/insta_data/2593.jpg,10,0.9749279121818236,-0.22252093395631434,4,6,3
179800,366,14585967,../Data/insta_data/2595.jpg,10,-0.7818314824680299,0.6234898018587334,4,5,31
69400,186,14585967,../Data/insta_data/2597.jpg,8,-0.433883739117558,-0.9009688679024191,4,5,29
161769,361,14585967,../Data/insta_data/2598.jpg,4,-0.433883739117558,-0.9009688679024191,4,5,29
264068,435,14585967,../Data/insta_data/2601.jpg,12,0.7818314824680298,0.6234898018587336,4,5,26
663656,2079,14585967,../Data/insta_data/2608.jpg,12,0.9749279121818236,-0.22252093395631434,4,5,20
636113,1812,14585967,../Data/insta_data/2615.jpg,11,-0.433883739117558,-0.9009688679024191,4,5,8
331993,880,14585967,../Data/insta_data/2621.jpg,11,-0.433883739117558,-0.9009688679024191,4,5,1
627073,3957,14585967,../Data/insta_data/2623.jpg,11,0.7818314824680298,0.6234898018587336,4,4,28
276986,712,14585967,../Data/insta_data/2624.jpg,12,0.0,1.0,4,4,27
331990,670,14585967,../Data/insta_data/2632.jpg,8,0.43388373911755823,-0.900968867902419,4,4,9
422369,1649,14585967,../Data/insta_data/2634.jpg,5,0.7818314824680298,0.6234898018587336,4,4,7
